accx,accy,accz
0.2665,-0.4928,-0.8224
0.2665,-0.4928,-0.8224
0.288,-0.5084,-0.7969
0.3095,-0.4986,-0.8028
0.2939,-0.481,-0.8204
0.2352,-0.5025,-0.7911
0.2352,-0.5025,-0.7911
0.2313,-0.5299,-0.8165
0.245,-0.5299,-0.8341
0.2118,-0.5005,-0.8888
0.2001,-0.4537,-0.8204
0.1961,-0.4478,-0.75
0.2001,-0.4165,-0.7344
0.2215,-0.4106,-0.8185
0.245,-0.4458,-0.9084
0.204,-0.4732,-0.8672
0.1864,-0.4595,-0.8262
0.161,-0.4283,-0.7871
0.1747,-0.4009,-0.7891
0.2138,-0.4009,-0.8243
0.2294,-0.4009,-0.8458
0.2215,-0.399,-0.8614
0.2177,-0.4009,-0.8751
0.2098,-0.4283,-0.879
0.1747,-0.4321,-0.9024
0.1688,-0.4243,-0.8888
0.1688,-0.4185,-0.8576
0.1707,-0.4127,-0.8028
0.1786,-0.4067,-0.7754
0.1982,-0.4614,-0.8418
0.2255,-0.4928,-0.8555
0.2802,-0.5161,-0.8849
0.3075,-0.5201,-0.8634
0.2762,-0.4928,-0.8204
0.2411,-0.4791,-0.8106
0.2411,-0.4791,-0.8067
0.2587,-0.4947,-0.8106
0.2587,-0.4868,-0.8224
0.2235,-0.4478,-0.8418
0.2235,-0.4478,-0.8418
0.2177,-0.4497,-0.836
0.2235,-0.44,-0.8321
0.2352,-0.4204,-0.836
0.2098,-0.4048,-0.8458
0.2098,-0.4048,-0.8458
0.202,-0.4067,-0.8478
0.1884,-0.4048,-0.8458
0.2098,-0.4263,-0.8458
0.2255,-0.4575,-0.8458
0.2274,-0.4673,-0.8418
0.2313,-0.4673,-0.8439
0.2333,-0.4712,-0.8165
0.2313,-0.4693,-0.8145
0.2431,-0.4732,-0.8224
0.2469,-0.4712,-0.8262
0.2469,-0.4712,-0.8262
0.245,-0.4634,-0.8262
0.2352,-0.4556,-0.8243
0.2313,-0.4595,-0.8302
0.2274,-0.4575,-0.838
0.2215,-0.4537,-0.8418
0.2177,-0.4497,-0.8399
0.2138,-0.4478,-0.8341
0.2177,-0.436,-0.8302
0.2138,-0.4341,-0.8399
0.2177,-0.4497,-0.838
0.2177,-0.4497,-0.838
0.2196,-0.4478,-0.8418
0.2196,-0.4478,-0.838
0.2118,-0.4478,-0.8478
0.2118,-0.4556,-0.8399
0.2196,-0.4575,-0.8302
0.2235,-0.4556,-0.8321
0.2157,-0.4458,-0.8302
0.2118,-0.4517,-0.838
0.2138,-0.4654,-0.8341
0.2196,-0.4614,-0.8439
0.2177,-0.4654,-0.8418
0.2098,-0.4556,-0.8321
0.202,-0.44,-0.8321
0.202,-0.4458,-0.8399
0.2059,-0.4478,-0.8458
0.2118,-0.4458,-0.8399
0.204,-0.4517,-0.836
0.2098,-0.4478,-0.836
0.2098,-0.4478,-0.836
0.2098,-0.4439,-0.838
0.204,-0.4458,-0.8439
0.2118,-0.4517,-0.8418
0.2098,-0.4458,-0.8341
0.2059,-0.4517,-0.8399
0.2079,-0.4478,-0.836
0.2098,-0.4478,-0.8418
0.2098,-0.4478,-0.8418
